reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity[colis],operation[colis]
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODGLA,SODEXO Glaverbel,Avenue des Lucanes 17,,1170,Bruxelles,,50.79768,4.40323,,,Nos Pilifs,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODLP,Sodexo La Plaine,Boulevard de la Plaine 15,,1050,Bruxelles,,50.81958,4.39348,,,Nos Pilifs,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODPF,Sodexo Parlement federal,Rue ducale 61,,1000,bruxelles,,50.84439,4.35609,,,Nos Pilifs,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODSOL,SODEXO SOLVAY,Rue de Ransbeek 310,,1120,neder over hembeek,,50.90113,4.40038,Hanine Lamzoudi,0473/53 31 37,Nos Pilifs,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODSWIFT,Sodexo SWIFT ADELE,Avenue adele 1,,1310,La Hulpe,,50.73463,4.47902,,,Nos Pilifs,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SODswift2,Sodexo SWIFT SOLVAY,Avenue Ernest Solvay 81,,1310,La hulpe,,50.739257,4.473516,,0477 91 93 96,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SON,SONAE,"Lugar do Espido, Via Norte",,,Maia,portugal,41.237063,-8.640672,,,SELIS,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,STO2,TFCO STOckel,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,STO1,TFCO STOCkel Vidanges,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,,,TFCO,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY15a,SUMY 15 MIN,Avenue De Béjar,,1120,neder over hembeek,,50.911107,4.403232,,,Sumy,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY15b,SUMY 15 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.91108,4.403479,,,Sumy,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY25a,SUMY 25 MIN,Avenue De B?jar  1EA,,1120,neder over hembeek,,50.911107,4.403232,,,"""""",,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY25b,SUMY 25 MIN,Avenue De B?jar  1EA,,1120,neder over hembeek,,50.911107,4.403232,,,"""""",,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY25c,SUMY 25 MIN,Avenue De Béjar 1EA,,1120,neder over hembeek,,50.91106,4.403506,,,"""""",,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY25d,SUMY 25 min,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911097,4.40349,,,Sumy,,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY25m,SUMY 25 min,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.910867,4.403383,,,Sumy,,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Sumy2h,SUMY 2H,Avenue de béjar 1,,1120,neder over hembeek,,50.911141,4.405019,,,,,2:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Sumy2hB,SUMY 25 min,Avenue de Béjar 1,,1120,neder over hembeek,,50.911073,4.404965,,,,,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY30b,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Sumy3H,SUMY 3H,avenue de béjar 1,,1120,neder over hembeek,,50.911073,4.405126,,,,,3:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Sumy1hE,SUMY 1h,Avenue de béjar 1,,1120,neder over hembeek,,50.911107,4.405072,,,,,1:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY3HB,SUMY 25min,Avenue de Béjar 1,,1120,neder over hembeek,,50.911057,4.405019,,,,,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY60a,SUMY 1h00,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911084,4.403549,,,Sumy,,1:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY60b,SUMY 1h00,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911077,4.403484,,,Sumy,,1:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY60e,SUMY 1h00,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.910894,4.403393,,,Sumy,,1:00:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SUMY60f,SUMY 25min,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911111,4.403479,,,Sumy,,0:25:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,TFCOSEN4,TFCO SENEFFE,Rue Jules Bordet 167 F,,7180,seneffe,,50.505976,4.267244,,,TFCO,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Tomaat,GREET BIESBROUCK,Trieu de Wasmes 9,,7740,PECK,,50.677193,3.332704,,,"""""",,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,TOMAT,GEERT DE BIESBROUCK,Trieu de Wasmes 9,,7740,PECQ,,50.67572,3.33147,,,"""""",,,,,,,,TFCO,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,turk,TURK FOOD,Schaarbeeklei 724,,1800,vilvoorde,,50.90746,4.41384,,,"""""",,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBera,ULB ERASME,Route de Lennik,,1070,Anderlecht,,50.814349,4.264642,,,,,0:30:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBfla,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBfla2,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,0:30:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBgos,ULB GOSSELIES,Rue Adrienne Bolland 8,,6041,charleroi,,50.472271,4.466564,,,,,0:30:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBpla,ULB PLAINE,Boulevard du Triomphe 74,,1160,Auderghem,,50.820054,4.398923,,,,,0:30:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ULBsol,ULB SOLBOSH,Avenue Adolphe Buyl 105,,1050,Ixelles,,50.815799,4.382966,Villo Station,,,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,UVO1,TFCO UVO Vidange,Chaussée de Waterloo 1223,,1180,uccle,,50.7946,4.37342,,,TFCO,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,VDK,TFCO VDK,Rue Vanderkindere 367,,1180,Uccle,,50.81422,4.35891,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,TFCO,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,VDK1,TFCO VDK Vidange,Rue Vanderkindere 367,,1180,UCCLE,,50.81422,4.35891,,,TFCO,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,VSM,AU VIEUX SAINT MARTIN,Place de Grand Sablon 38,,1000,Bruxelles,,50.84087,4.35443,,,Promaritime,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,WAV1,TFCO WAVRE,Avenue des Princes 52,,1300,Wavre,,50.71678,4.61559,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,WGH,TFCO WGH,Avenue Georges Henri 205,,1200,Woluwé-Saint-Lambert,,50.84471,4.41684,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,WGH1,TFCO WGH,Avenue Georges Henri 205,,1200,Woluwé-Saint-Lambert,,50.84471,4.41684,Livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,TFCO,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,WGHvid,TFCO WGH Vidanges,Avenue Georges Henri 205,,1200,woluwe saint lambert,,50.84471,4.41684,,,TFCO,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,WOO,TFCO WOO Waterloo,Chaussée de Bruxelles 184,,1410,Waterloo,,50.7206199,4.39757,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,ZLC,ZLC,"C/Bari 55, Edificio Náyade 5",,50197,Zaragoza,Espagne,41.64655,-0.9722,,,SELIS,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BRASSERIE ZOUTE (BRABA),Zeewindstraat 13,,8300,Knokke,,51.35577,3.30364,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,CANTERBURRY,Avenue de l'Hippodrome 2,,1050,Ixelles,,50.82376,4.37415,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,DELACRE BOUTIQUE,Place de la Vieille Halle aux Blés 27,,1000,Bruxelles,,50.84398,4.35168,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Traiteur Loriers,Avenue du four à briques 6,,1140,Etterbeek,,50.86535,4.41421,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BELLE BULLE,Chaussée de Waterloo 677,,1180,Uccle,,50.81657,4.36654,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIODYVINO,Schelselei 15C,,2630,Aartselaar,,51.13087,4.37302,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIOFLORE,Rue Egide Van Ophem 40C,,1180,Uccle,,50.79275,4.33069,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Biofresh produits frais,Berkenhoekstraat 20,,2861,O.L.V.-Waver,,51.053,4.56765,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Biofresh produits secs,Legen Heirweg 51,,9890,Gavere,,50.93486,3.64291,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIONATURELS,Doornveld 20B,,1731,Zellik,,50.8915811,4.2619825,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIOSANO,Nijverheidsstraat 54F,,2160,Wommelgem,,51.20866,4.50783,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,CHAMPIGNON DE BRUXELLES,Rue Ropsy Chaudron 24 bte 26,,1070,Anderlecht,,50.84293,4.32913,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,COPROSAIN,"Chemin des Peupliers, 24 ",,7800,ATH,,50.6377459,3.7780171,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,DEOR FOODS,St Gerebernusstraat 4,,2440,Geel,,51.09893,4.94944,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,DISTRIBIO,venue du Port 108-110,,1000,Bruxelles,,50.86838,4.35275,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,ECODIS GRODENT,Chemin Sur le Thier 3,,B-4960,Malmedy,,50.4334599,6.01217,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,EVEIL DES SENS,Avenue du Roi Chevalier 65,,1200,Bruxelles,,50.84469,4.4172399,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,HAGOR,Remylaan 4,,3018,Wijgmaal,,50.9222899,4.7008599,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,HYGIENA,Europark Zuid-6 / G B,,9100,Sint-Niklaas,,51.16104,4.17128,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,IMWE,Avenue Ernest Renan 13,,1030,Bruxelles,,50.86698,4.3808999,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,INTERBIO,Rue de la Basse Sambre 24,,5140,Sombreffe,,50.492,4.59323,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,LEKKERS UIT HET PAJOTTENLAND,Trontingen 15,,1750,Lennik,,50.80692,4.17302,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MANNAVITA,Zuidstraat 10,,8560,Wevelgem,,50.81101,3.2177699,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MARMA,Esperantolaan 5/A,,3300,Tienen,,50.80388,4.92051,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MENAGROUP,Hermanne 20,,B-6941,Tohogne,,50.40937,5.48724,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,NATURE ELEMENT,Rue Roc Saint-Nicaise 74,,7500,Tournai,,50.6049,3.38464,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,NATUR'INOV,Lambusart 24,,6220,Fleurus,,50.45492,4.54308,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,OASIS DES SAVEURS,"rue Gaston Dancôt, 41",,B-5310,Waret-la-Chaussée,,50.53797,4.91342,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,OCEBIO,Nijverheidsstraat 96,,2160,Wommelgem,,51.20961,4.5163399,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,PURASANA,Heulestraat 104,,8560,GULLEGEM.,,50.8426961,3.2163695,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,REGISANA,Boulevard de la Révision 101,,1070,Anderlecht,,50.8348299,4.3266099,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,SEMAILLE,Rue du Sabotier 16,,5340,Gesves,,50.42211,5.00539,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Solal sprl-Siège social,Rue du petit mont 8,,B-1495,Marbais (Villers-La-Ville),,50.5466,4.52309,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,SUPERSEC SPRL,Rue des Tanneurs 62,,1000,Bruxelles,,50.83968,4.34655,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TERRA & TAVOLA,Bergensesteenweg 181,,1600,Sint-Pieters-Leeuw,,50.79769,4.2885799,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,VAJRA,Brusselsesteenweg 330,,3090,Overijse,,50.7820208,4.5113308,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,WELLNUTRIFOOD,"Drève de l'Infante, 27P3",,B-1410,Waterloo,,50.71815,4.3865299,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,EAT!,Rue royale 20,,1000,Bruxelles,,50.84441,4.36089,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,ECODAL,Slagvijver 25,,1750,Lennik,,50.8056399,4.17092,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Ferme de la sève,Rue du Gros Buisson 1,,6220,Wangenies,,50.4908,4.51896,,,FARM,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BON PLAISIR,Rue Dieudonné Lefèvre 27,,1020,Bruxelles,,50.87085,4.35006,,,FARM,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Bart Hugelierau,,,,neder over hembeek,,50.84078318,4.374956489,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Pierre Yves Farm,Rue Saint Pierre 63,,1000,bruxelles,,50.8555599,4.35625,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Traiteur Loriers,Avenue du four à briques 6,,1140,Etterbeek,,50.86535,4.41421,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,COURSIER NAMUR,Square Léopold,,5000,namur,,50.46884,4.86576,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,COURSIER MONS,Rue d'Havré   18,,7000,mons,,50.45374,3.9533,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,JOST NIVELLES,,Rue de l'Industrie 21,1400,Nivelles,,50.5877,4.32674,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,AUREX,,Brusselsesteenweg 347,1730,Kobbegem,,50.90997,4.25005,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIONATURELS,Doornveld 20B,,,,,50.8915811,4.2619825,,,FARM,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIOFLORE,Rue Egide Van Ophem 40C,,,,,50.79275,4.33069,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TERRA & TAVOLA,Bergensesteenweg 181,,,,,50.79769,4.2885799,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,ECODAL,Slagvijver 25,,,,,50.8056399,4.17092,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,COPROSAIN,"Chemin des Peupliers, 24 ",,,,,50.6377459,3.7780171,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,NATURE ELEMENT,Rue Roc Saint-Nicaise 74,,,,,50.6049,3.38464,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MANNAVITA,Zuidstraat 10,,,,,50.81101,3.2177699,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,PURASANA,Heulestraat 104,,,,,50.8426961,3.2163695,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Biofresh produits secs,Legen Heirweg 51,,,,,50.93486,3.64291,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,HYGIENA,Europark Zuid-6 / G B,,,,,51.16104,4.17128,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIODYVINO,Schelselei 15C,,,,,51.13087,4.37302,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Biofresh produits frais,Berkenhoekstraat 20,,,,,51.053,4.56765,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BIOSANO,Nijverheidsstraat 54F,,,,,51.20866,4.50783,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,OCEBIO,Nijverheidsstraat 96,,,,,51.20961,4.5163399,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,DEOR FOODS,St Gerebernusstraat 4,,,,,51.09893,4.94944,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,HAGOR,Remylaan 4,,,,,50.9222899,4.7008599,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MARMA,Esperantolaan 5/A,,,,,50.80388,4.92051,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,ECODIS GRODENT,Chemin Sur le Thier 3,,,,,50.4334599,6.01217,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,MENAGROUP,Hermanne 20,,,,,50.40937,5.48724,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,OASIS DES SAVEURS,"rue Gaston Dancôt, 41",,,,,50.53797,4.91342,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,INTERBIO,Rue de la Basse Sambre 24,,,,,50.492,4.59323,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,NATUR'INOV,Lambusart 24,,,,,50.45492,4.54308,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Ferme de la sève,Rue du Gros Buisson 1,,,,,50.4908,4.51896,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Solal sprl-Siège social,Rue du petit mont 8,,,,,50.5466,4.52309,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,WELLNUTRIFOOD,"Drève de l'Infante, 27P3",,,,,50.71815,4.3865299,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,VAJRA,Brusselsesteenweg 330,,,,,50.7820208,4.5113308,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,EVEIL DES SENS,Avenue du Roi Chevalier 65,,,,,50.84469,4.4172399,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BELLE BULLE,Chaussée de Waterloo 677,,,,,50.81657,4.36654,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,SUPERSEC SPRL,Rue des Tanneurs 62,,,,,50.83968,4.34655,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,REGISANA,Boulevard de la Révision 101,,,,,50.8348299,4.3266099,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,CHAMPIGNON DE BRUXELLES,Rue Ropsy Chaudron 24 bte 26,,,,,50.84293,4.32913,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,DISTRIBIO,venue du Port 108-110,,,,,50.86838,4.35275,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BON PLAISIR,Rue Dieudonné Lefèvre 27,,,,,50.87085,4.35006,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO LIEGE,"74, Rue des guillemins",,4000,liège,,50.62798,5.56695,,,TFCO,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO IXL -> LIEGE,"Avenue de l'hippodrome 75,",,1050,Ixelles,,50.82027,4.37682,pas dimanche soir,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Resto Kolya (Bigh),Chaussée de Charleroi 100,,1060,Saint-Gilles,,50.82838,4.35573,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO SENEFFE,Rue Jules Bordet 167 F,,7180,Seneffe,,50.506058,4.267502,,,TFCO,,0:45:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Chalet Marché Noel Brugges,Grote markt,,8000,Brugge,,51.2089799,3.22471,,486951876,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO SENEFFE,Rue jules bordet 167F,,7180,Seneffe,,50.506112,4.267416,,,TFCO,,0:45:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO AAL vidange,Molenstraat 22,,9300,Alost,,50.93903,4.04039,,,TFCO,,0:15:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,TFCO GERPINNES,rue neuve 2,,6280,Gerpinnes,,50.34369,4.47261,,,TFCO,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Peuplier ferme,rue de la bryle 59,,1390,Bossut Gottechain,,50.75609,4.7150999,Code entrée 123456 / pas d'alarme,0493 19 18 99,FARM,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Seve Ferme,Rue de fleurus 97,,6211,mellet,,50.4938,4.50601,Contact :Thomas,0495 99 17 83,,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Seve Ferme,Rue de fleurus 97,,6211,mellet,,50.4938,4.50601,,,,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Hesbaye Coopérative,rue de la station,,1357,helecine,,50.757757,5.009512,,,,,0:20:00,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,La Matelotte (Fish4you),Rue Vanderkindere 153,,1180,Uccle,,50.81378,4.3485699,,484888308,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,NIPRO,Blokhuisstraat 40,,2800,Mechelen,,51.050486,4.457059,,0497/66.54.67,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Villa Loraine,Avenue du vivier d'oie 75,,1000,Bruxelles,,50.79946,4.37858,Avant 10h,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,PURATOS,Industrielaan 25,,1702,groot bijgarden,,50.88038,4.27037,Entre 6h45 et 8h,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,BRASSERIE DE LA SENNE,Chaussée de Gand 565,,1120,neder over hembeek,,50.90028,4.39824,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Actiris,Rue potagère 7b,Quatrième étage de la Tour Astro,1210,Bruxelles,,50.85132,4.37023,entre 7h30 et 11 h,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,,Fonteyne The Kitchen,rue des lutins 8,,1190,Forest,,50.79962,4.31519,,,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,26,DOLMA,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,27,BelgoMarkt Coop.,Rue de dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,Cdc,Chant des Cailles,22 Avenue Léopold Wiener,Grille à gauche du batiment. Batiment au fond à droite,1170,Watermael Boitsfort,,50.80812,4.40744,Passer à gauche de la résidence Sainte-Anne jusqu'au petit bâtiment légèrement isolé (au fond). La grille sera ouverte,0494344498 ou 0489909606,FARM,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,CarF,Carfrig,Bergestraat 243,Code boite 2070,1730,Asse,,50.8981745,4.2169664,,0472 04 94 94,,,,,,,,,,,
,MARDI 29.01,,,,visit,,,,,,,,,,,,,SAB,TFCO Sablon,Rue Joseph Stevens 34,,1000,Bruxelles,,50.84155,4.35337,,,TFCO,,,,,,,,,,
